curr1;curr2;rate;;;;;
CLP;BND;0.0036765;; ('CLP', 'BND', 0.0036765),;;;('CLP', 'BND', 0.0036765),
CLP;BOB;0.0028818;; ('CLP', 'BOB', 0.0028818),;;;('CLP', 'BOB', 0.0028818),
CLP;BOV;0.0029070;; ('CLP', 'BOV', 0.0029070),;;;('CLP', 'BOV', 0.0029070),
CLP;BRL;0.0032154;; ('CLP', 'BRL', 0.0032154),;;;('CLP', 'BRL', 0.0032154),
CLP;BSD;0.0016181;; ('CLP', 'BSD', 0.0016181),;;;('CLP', 'BSD', 0.0016181),
CLP;BTN;0.0035714;; ('CLP', 'BTN', 0.0035714),;;;('CLP', 'BTN', 0.0035714),
CLP;BWP;0.0046729;; ('CLP', 'BWP', 0.0046729),;;;('CLP', 'BWP', 0.0046729),
CLP;BYN;0.0010661;; ('CLP', 'BYN', 0.0010661),;;;('CLP', 'BYN', 0.0010661),
CLP;BZD;0.0014793;; ('CLP', 'BZD', 0.0014793),;;;('CLP', 'BZD', 0.0014793),
CLP;CAD;0.0025253;; ('CLP', 'CAD', 0.0025253),;;;('CLP', 'CAD', 0.0025253),
CLP;CDF;0.0019493;; ('CLP', 'CDF', 0.0019493),;;;('CLP', 'CDF', 0.0019493),
CLP;CHE;0.0010730;; ('CLP', 'CHE', 0.0010730),;;;('CLP', 'CHE', 0.0010730),
CLP;CHF;0.0222222;; ('CLP', 'CHF', 0.0222222),;;;('CLP', 'CHF', 0.0222222),
CLP;CHW;0.0066225;; ('CLP', 'CHW', 0.0066225),;;;('CLP', 'CHW', 0.0066225),
CLP;CLF;0.0192308;; ('CLP', 'CLF', 0.0192308),;;;('CLP', 'CLF', 0.0192308),
CLP;CLP;1;; ('CLP', 'CLP', 1),;;;('CLP', 'CLP', 1),
CLP;COP;44;; ('CLP', 'COP', 44),;;;('CLP', 'COP', 44),
CLP;COU;640;; ('CLP', 'COU', 640),;;;('CLP', 'COU', 640),
CLP;CRC;843;; ('CLP', 'CRC', 843),;;;('CLP', 'CRC', 843),
CLP;CUP;64;; ('CLP', 'CUP', 64),;;;('CLP', 'CUP', 64),
CLP;CVE;510;; ('CLP', 'CVE', 510),;;;('CLP', 'CVE', 510),
CLP;CZK;922;; ('CLP', 'CZK', 922),;;;('CLP', 'CZK', 922),
CLP;DJF;556;; ('CLP', 'DJF', 556),;;;('CLP', 'DJF', 556),
CLP;DKK;530;; ('CLP', 'DKK', 530),;;;('CLP', 'DKK', 530),
CLP;DOP;671;; ('CLP', 'DOP', 671),;;;('CLP', 'DOP', 671),
CLP;DZD;305;; ('CLP', 'DZD', 305),;;;('CLP', 'DZD', 305),
CLP;EGP;7;; ('CLP', 'EGP', 7),;;;('CLP', 'EGP', 7),
CLP;ERN;687;; ('CLP', 'ERN', 687),;;;('CLP', 'ERN', 687),
CLP;ETB;466;; ('CLP', 'ETB', 466),;;;('CLP', 'ETB', 466),
CLP;EUR;847;; ('CLP', 'EUR', 847),;;;('CLP', 'EUR', 847),
CLP;FJD;7;; ('CLP', 'FJD', 7),;;;('CLP', 'FJD', 7),
CLP;FKP;948;; ('CLP', 'FKP', 948),;;;('CLP', 'FKP', 948),
CLP;GBP;132;; ('CLP', 'GBP', 132),;;;('CLP', 'GBP', 132),
CLP;GEL;160;; ('CLP', 'GEL', 160),;;;('CLP', 'GEL', 160),
CLP;GHS;953;; ('CLP', 'GHS', 953),;;;('CLP', 'GHS', 953),
CLP;GIP;485;; ('CLP', 'GIP', 485),;;;('CLP', 'GIP', 485),
CLP;GMD;378;; ('CLP', 'GMD', 378),;;;('CLP', 'GMD', 378),
CLP;GNF;653;; ('CLP', 'GNF', 653),;;;('CLP', 'GNF', 653),
CLP;GTQ;618;; ('CLP', 'GTQ', 618),;;;('CLP', 'GTQ', 618),
CLP;GYD;439;; ('CLP', 'GYD', 439),;;;('CLP', 'GYD', 439),
CLP;HKD;81;; ('CLP', 'HKD', 81),;;;('CLP', 'HKD', 81),
CLP;HNL;831;; ('CLP', 'HNL', 831),;;;('CLP', 'HNL', 831),
CLP;HTG;736;; ('CLP', 'HTG', 736),;;;('CLP', 'HTG', 736),
CLP;HUF;167;; ('CLP', 'HUF', 167),;;;('CLP', 'HUF', 167),
CLP;IDR;855;; ('CLP', 'IDR', 855),;;;('CLP', 'IDR', 855),
CLP;ILS;511;; ('CLP', 'ILS', 511),;;;('CLP', 'ILS', 511),
CLP;INR;539;; ('CLP', 'INR', 539),;;;('CLP', 'INR', 539),
CLP;IQD;138;; ('CLP', 'IQD', 138),;;;('CLP', 'IQD', 138),
CLP;IRR;147;; ('CLP', 'IRR', 147),;;;('CLP', 'IRR', 147),
CLP;ISK;270;; ('CLP', 'ISK', 270),;;;('CLP', 'ISK', 270),
CLP;JMD;657;; ('CLP', 'JMD', 657),;;;('CLP', 'JMD', 657),
CLP;JOD;995;; ('CLP', 'JOD', 995),;;;('CLP', 'JOD', 995),
CLP;JPY;323;; ('CLP', 'JPY', 323),;;;('CLP', 'JPY', 323),
CLP;KES;438;; ('CLP', 'KES', 438),;;;('CLP', 'KES', 438),
CLP;KGS;352;; ('CLP', 'KGS', 352),;;;('CLP', 'KGS', 352),
CLP;KHR;588;; ('CLP', 'KHR', 588),;;;('CLP', 'KHR', 588),
CLP;KMF;582;; ('CLP', 'KMF', 582),;;;('CLP', 'KMF', 582),
CLP;KPW;863;; ('CLP', 'KPW', 863),;;;('CLP', 'KPW', 863),
CLP;KRW;172;; ('CLP', 'KRW', 172),;;;('CLP', 'KRW', 172),
CLP;KWD;248;; ('CLP', 'KWD', 248),;;;('CLP', 'KWD', 248),
CLP;KYD;661;; ('CLP', 'KYD', 661),;;;('CLP', 'KYD', 661),
CLP;KZT;240;; ('CLP', 'KZT', 240),;;;('CLP', 'KZT', 240),
CLP;LAK;766;; ('CLP', 'LAK', 766),;;;('CLP', 'LAK', 766),
CLP;LBP;850;; ('CLP', 'LBP', 850),;;;('CLP', 'LBP', 850),
CLP;LKR;765;; ('CLP', 'LKR', 765),;;;('CLP', 'LKR', 765),
CLP;LRD;833;; ('CLP', 'LRD', 833),;;;('CLP', 'LRD', 833),
CLP;LSL;59;; ('CLP', 'LSL', 59),;;;('CLP', 'LSL', 59),
CLP;LYD;190;; ('CLP', 'LYD', 190),;;;('CLP', 'LYD', 190),
CLP;MAD;66;; ('CLP', 'MAD', 66),;;;('CLP', 'MAD', 66),
CLP;MDL;471;; ('CLP', 'MDL', 471),;;;('CLP', 'MDL', 471),
CLP;MGA;443;; ('CLP', 'MGA', 443),;;;('CLP', 'MGA', 443),
CLP;MKD;622;; ('CLP', 'MKD', 622),;;;('CLP', 'MKD', 622),
CLP;MMK;230;; ('CLP', 'MMK', 230),;;;('CLP', 'MMK', 230),
CLP;MNT;810;; ('CLP', 'MNT', 810),;;;('CLP', 'MNT', 810),
CLP;MOP;536;; ('CLP', 'MOP', 536),;;;('CLP', 'MOP', 536),
CLP;MRU;879;; ('CLP', 'MRU', 879),;;;('CLP', 'MRU', 879),
CLP;MUR;674;; ('CLP', 'MUR', 674),;;;('CLP', 'MUR', 674),
CLP;MVR;97;; ('CLP', 'MVR', 97),;;;('CLP', 'MVR', 97),
CLP;MWK;601;; ('CLP', 'MWK', 601),;;;('CLP', 'MWK', 601),
CLP;MXN;209;; ('CLP', 'MXN', 209),;;;('CLP', 'MXN', 209),
CLP;MXV;986;; ('CLP', 'MXV', 986),;;;('CLP', 'MXV', 986),
CLP;MYR;27;; ('CLP', 'MYR', 27),;;;('CLP', 'MYR', 27),
CLP;MZN;609;; ('CLP', 'MZN', 609),;;;('CLP', 'MZN', 609),
CLP;NAD;697;; ('CLP', 'NAD', 697),;;;('CLP', 'NAD', 697),
CLP;NGN;6;; ('CLP', 'NGN', 6),;;;('CLP', 'NGN', 6),
CLP;NIO;930;; ('CLP', 'NIO', 930),;;;('CLP', 'NIO', 930),
CLP;NOK;762;; ('CLP', 'NOK', 762),;;;('CLP', 'NOK', 762),
CLP;NPR;177;; ('CLP', 'NPR', 177),;;;('CLP', 'NPR', 177),
CLP;NZD;957;; ('CLP', 'NZD', 957),;;;('CLP', 'NZD', 957),
CLP;OMR;857;; ('CLP', 'OMR', 857),;;;('CLP', 'OMR', 857),
CLP;PAB;25;; ('CLP', 'PAB', 25),;;;('CLP', 'PAB', 25),
CLP;PEN;742;; ('CLP', 'PEN', 742),;;;('CLP', 'PEN', 742),
CLP;PGK;690;; ('CLP', 'PGK', 690),;;;('CLP', 'PGK', 690),
CLP;PHP;386;; ('CLP', 'PHP', 386),;;;('CLP', 'PHP', 386),
CLP;PKR;782;; ('CLP', 'PKR', 782),;;;('CLP', 'PKR', 782),
CLP;PLN;556;; ('CLP', 'PLN', 556),;;;('CLP', 'PLN', 556),
CLP;PYG;343;; ('CLP', 'PYG', 343),;;;('CLP', 'PYG', 343),
CLP;QAR;608;; ('CLP', 'QAR', 608),;;;('CLP', 'QAR', 608),
CLP;RON;469;; ('CLP', 'RON', 469),;;;('CLP', 'RON', 469),
CLP;RSD;772;; ('CLP', 'RSD', 772),;;;('CLP', 'RSD', 772),
CLP;CNY;249;; ('CLP', 'CNY', 249),;;;('CLP', 'CNY', 249),
CLP;RUB;708;; ('CLP', 'RUB', 708),;;;('CLP', 'RUB', 708),
CLP;RWF;654;; ('CLP', 'RWF', 654),;;;('CLP', 'RWF', 654),
CLP;SAR;140;; ('CLP', 'SAR', 140),;;;('CLP', 'SAR', 140),
CLP;SBD;220;; ('CLP', 'SBD', 220),;;;('CLP', 'SBD', 220),
CLP;SCR;443;; ('CLP', 'SCR', 443),;;;('CLP', 'SCR', 443),
CLP;SDG;77;; ('CLP', 'SDG', 77),;;;('CLP', 'SDG', 77),
CLP;SEK;441;; ('CLP', 'SEK', 441),;;;('CLP', 'SEK', 441),
CLP;SGD;925;; ('CLP', 'SGD', 925),;;;('CLP', 'SGD', 925),
CLP;SHP;857;; ('CLP', 'SHP', 857),;;;('CLP', 'SHP', 857),
CLP;SLE;99;; ('CLP', 'SLE', 99),;;;('CLP', 'SLE', 99),
CLP;SLL;641;; ('CLP', 'SLL', 641),;;;('CLP', 'SLL', 641),
CLP;SOS;648;; ('CLP', 'SOS', 648),;;;('CLP', 'SOS', 648),
CLP;SRD;85;; ('CLP', 'SRD', 85),;;;('CLP', 'SRD', 85),
CLP;SSP;762;; ('CLP', 'SSP', 762),;;;('CLP', 'SSP', 762),
CLP;STN;939;; ('CLP', 'STN', 939),;;;('CLP', 'STN', 939),
CLP;SVC;186;; ('CLP', 'SVC', 186),;;;('CLP', 'SVC', 186),
CLP;SYP;460;; ('CLP', 'SYP', 460),;;;('CLP', 'SYP', 460),
CLP;SZL;475;; ('CLP', 'SZL', 475),;;;('CLP', 'SZL', 475),
CLP;THB;883;; ('CLP', 'THB', 883),;;;('CLP', 'THB', 883),
CLP;TJS;495;; ('CLP', 'TJS', 495),;;;('CLP', 'TJS', 495),
CLP;TMT;250;; ('CLP', 'TMT', 250),;;;('CLP', 'TMT', 250),
CLP;TND;110;; ('CLP', 'TND', 110),;;;('CLP', 'TND', 110),
CLP;TOP;306;; ('CLP', 'TOP', 306),;;;('CLP', 'TOP', 306),
CLP;TRY;779;; ('CLP', 'TRY', 779),;;;('CLP', 'TRY', 779),
CLP;TTD;382;; ('CLP', 'TTD', 382),;;;('CLP', 'TTD', 382),
CLP;TWD;40;; ('CLP', 'TWD', 40),;;;('CLP', 'TWD', 40),
CLP;TZS;104;; ('CLP', 'TZS', 104),;;;('CLP', 'TZS', 104),
CLP;UAH;214;; ('CLP', 'UAH', 214),;;;('CLP', 'UAH', 214),
CLP;UGX;851;; ('CLP', 'UGX', 851),;;;('CLP', 'UGX', 851),
CLP;USD;234;; ('CLP', 'USD', 234),;;;('CLP', 'USD', 234),
CLP;USN;168;; ('CLP', 'USN', 168),;;;('CLP', 'USN', 168),
CLP;UYI;8;; ('CLP', 'UYI', 8),;;;('CLP', 'UYI', 8),
CLP;UYU;930;; ('CLP', 'UYU', 930),;;;('CLP', 'UYU', 930),
CLP;UYW;151;; ('CLP', 'UYW', 151),;;;('CLP', 'UYW', 151),
CLP;UZS;544;; ('CLP', 'UZS', 544),;;;('CLP', 'UZS', 544),
CLP;VED;660;; ('CLP', 'VED', 660),;;;('CLP', 'VED', 660),
CLP;VES;446;; ('CLP', 'VES', 446),;;;('CLP', 'VES', 446),
CLP;VND;765;; ('CLP', 'VND', 765),;;;('CLP', 'VND', 765),
CLP;VUV;42;; ('CLP', 'VUV', 42),;;;('CLP', 'VUV', 42),
CLP;WST;757;; ('CLP', 'WST', 757),;;;('CLP', 'WST', 757),
CLP;XAF;799;; ('CLP', 'XAF', 799),;;;('CLP', 'XAF', 799),
CLP;XAG;172;; ('CLP', 'XAG', 172),;;;('CLP', 'XAG', 172),
CLP;XAU;62;; ('CLP', 'XAU', 62),;;;('CLP', 'XAU', 62),
CLP;XBA;960;; ('CLP', 'XBA', 960),;;;('CLP', 'XBA', 960),
CLP;XBB;277;; ('CLP', 'XBB', 277),;;;('CLP', 'XBB', 277),
CLP;XBC;622;; ('CLP', 'XBC', 622),;;;('CLP', 'XBC', 622),
CLP;XBD;623;; ('CLP', 'XBD', 623),;;;('CLP', 'XBD', 623),
CLP;XCD;694;; ('CLP', 'XCD', 694),;;;('CLP', 'XCD', 694),
CLP;XDR;102;; ('CLP', 'XDR', 102),;;;('CLP', 'XDR', 102),
CLP;XOF;844;; ('CLP', 'XOF', 844),;;;('CLP', 'XOF', 844),
CLP;XPD;875;; ('CLP', 'XPD', 875),;;;('CLP', 'XPD', 875),
CLP;XPF;173;; ('CLP', 'XPF', 173),;;;('CLP', 'XPF', 173),
CLP;XPT;594;; ('CLP', 'XPT', 594),;;;('CLP', 'XPT', 594),
CLP;XSU;647;; ('CLP', 'XSU', 647),;;;('CLP', 'XSU', 647),
CLP;XTS;879;; ('CLP', 'XTS', 879),;;;('CLP', 'XTS', 879),
CLP;XUA;261;; ('CLP', 'XUA', 261),;;;('CLP', 'XUA', 261),
CLP;XXX;194;; ('CLP', 'XXX', 194),;;;('CLP', 'XXX', 194),
CLP;YER;359;; ('CLP', 'YER', 359),;;;('CLP', 'YER', 359),
CLP;ZAR;482;; ('CLP', 'ZAR', 482),;;;('CLP', 'ZAR', 482),
CLP;ZMW;357;; ('CLP', 'ZMW', 357),;;;('CLP', 'ZMW', 357),
CLP;ZWL;464;; ('CLP', 'ZWL', 464),;;;('CLP', 'ZWL', 464),
COP;AED;0.0011792;; ('COP', 'AED', 0.0011792),;;;('COP', 'AED', 0.0011792),
COP;AFN;0.0032468;; ('COP', 'AFN', 0.0032468),;;;('COP', 'AFN', 0.0032468),
COP;ALL;0.0016313;; ('COP', 'ALL', 0.0016313),;;;('COP', 'ALL', 0.0016313),
COP;AMD;0.0017123;; ('COP', 'AMD', 0.0017123),;;;('COP', 'AMD', 0.0017123),
COP;ANG;0.0017794;; ('COP', 'ANG', 0.0017794),;;;('COP', 'ANG', 0.0017794),
COP;AOA;0.0012821;; ('COP', 'AOA', 0.0012821),;;;('COP', 'AOA', 0.0012821),
COP;ARS;0.0023981;; ('COP', 'ARS', 0.0023981),;;;('COP', 'ARS', 0.0023981),
COP;AUD;0.0133333;; ('COP', 'AUD', 0.0133333),;;;('COP', 'AUD', 0.0133333),
COP;AWG;0.0013928;; ('COP', 'AWG', 0.0013928),;;;('COP', 'AWG', 0.0013928),
COP;AZN;0.0020790;; ('COP', 'AZN', 0.0020790),;;;('COP', 'AZN', 0.0020790),
COP;BAM;0.04;; ('COP', 'BAM', 0.04),;;;('COP', 'BAM', 0.04),
COP;BBD;0.05;; ('COP', 'BBD', 0.05),;;;('COP', 'BBD', 0.05),
COP;BDT;0.0028818;; ('COP', 'BDT', 0.0028818),;;;('COP', 'BDT', 0.0028818),
COP;BGN;0.0034843;; ('COP', 'BGN', 0.0034843),;;;('COP', 'BGN', 0.0034843),
COP;BHD;0.0032573;; ('COP', 'BHD', 0.0032573),;;;('COP', 'BHD', 0.0032573),
COP;BIF;0.0048309;; ('COP', 'BIF', 0.0048309),;;;('COP', 'BIF', 0.0048309),
COP;BMD;0.0013986;; ('COP', 'BMD', 0.0013986),;;;('COP', 'BMD', 0.0013986),
COP;BND;0.0013774;; ('COP', 'BND', 0.0013774),;;;('COP', 'BND', 0.0013774),
COP;BOB;0.0010730;; ('COP', 'BOB', 0.0010730),;;;('COP', 'BOB', 0.0010730),
COP;BOV;0.0030030;; ('COP', 'BOV', 0.0030030),;;;('COP', 'BOV', 0.0030030),
COP;BRL;0.0013141;; ('COP', 'BRL', 0.0013141),;;;('COP', 'BRL', 0.0013141),
COP;BSD;0.0012136;; ('COP', 'BSD', 0.0012136),;;;('COP', 'BSD', 0.0012136),
COP;BTN;0.0064103;; ('COP', 'BTN', 0.0064103),;;;('COP', 'BTN', 0.0064103),
COP;BWP;0.0012788;; ('COP', 'BWP', 0.0012788),;;;('COP', 'BWP', 0.0012788),
COP;BYN;0.0011001;; ('COP', 'BYN', 0.0011001),;;;('COP', 'BYN', 0.0011001),
COP;BZD;0.0014493;; ('COP', 'BZD', 0.0014493),;;;('COP', 'BZD', 0.0014493),
COP;CAD;0.0833333;; ('COP', 'CAD', 0.0833333),;;;('COP', 'CAD', 0.0833333),
COP;CDF;0.0050761;; ('COP', 'CDF', 0.0050761),;;;('COP', 'CDF', 0.0050761),
COP;CHE;0.0013441;; ('COP', 'CHE', 0.0013441),;;;('COP', 'CHE', 0.0013441),
COP;CHF;0.0011038;; ('COP', 'CHF', 0.0011038),;;;('COP', 'CHF', 0.0011038),
COP;CHW;0.0067114;; ('COP', 'CHW', 0.0067114),;;;('COP', 'CHW', 0.0067114),
COP;CLF;0.0018692;; ('COP', 'CLF', 0.0018692),;;;('COP', 'CLF', 0.0018692),
COP;CLP;0.0227273;; ('COP', 'CLP', 0.0227273),;;;('COP', 'CLP', 0.0227273),
COP;COP;1;; ('COP', 'COP', 1),;;;('COP', 'COP', 1),
COP;COU;486;; ('COP', 'COU', 486),;;;('COP', 'COU', 486),
COP;CRC;433;; ('COP', 'CRC', 433),;;;('COP', 'CRC', 433),
COP;CUP;361;; ('COP', 'CUP', 361),;;;('COP', 'CUP', 361),
COP;CVE;629;; ('COP', 'CVE', 629),;;;('COP', 'CVE', 629),
COP;CZK;197;; ('COP', 'CZK', 197),;;;('COP', 'CZK', 197),
COP;DJF;582;; ('COP', 'DJF', 582),;;;('COP', 'DJF', 582),
COP;DKK;980;; ('COP', 'DKK', 980),;;;('COP', 'DKK', 980),
COP;DOP;893;; ('COP', 'DOP', 893),;;;('COP', 'DOP', 893),
COP;DZD;855;; ('COP', 'DZD', 855),;;;('COP', 'DZD', 855),
COP;EGP;587;; ('COP', 'EGP', 587),;;;('COP', 'EGP', 587),
COP;ERN;844;; ('COP', 'ERN', 844),;;;('COP', 'ERN', 844),
COP;ETB;674;; ('COP', 'ETB', 674),;;;('COP', 'ETB', 674),
COP;EUR;303;; ('COP', 'EUR', 303),;;;('COP', 'EUR', 303),
COP;FJD;459;; ('COP', 'FJD', 459),;;;('COP', 'FJD', 459),
COP;FKP;998;; ('COP', 'FKP', 998),;;;('COP', 'FKP', 998),
COP;GBP;11;; ('COP', 'GBP', 11),;;;('COP', 'GBP', 11),
COP;GEL;551;; ('COP', 'GEL', 551),;;;('COP', 'GEL', 551),
COP;GHS;974;; ('COP', 'GHS', 974),;;;('COP', 'GHS', 974),
COP;GIP;330;; ('COP', 'GIP', 330),;;;('COP', 'GIP', 330),
COP;GMD;305;; ('COP', 'GMD', 305),;;;('COP', 'GMD', 305),
COP;GNF;853;; ('COP', 'GNF', 853),;;;('COP', 'GNF', 853),
COP;GTQ;357;; ('COP', 'GTQ', 357),;;;('COP', 'GTQ', 357),
COP;GYD;365;; ('COP', 'GYD', 365),;;;('COP', 'GYD', 365),
COP;HKD;194;; ('COP', 'HKD', 194),;;;('COP', 'HKD', 194),
COP;HNL;407;; ('COP', 'HNL', 407),;;;('COP', 'HNL', 407),
COP;HTG;392;; ('COP', 'HTG', 392),;;;('COP', 'HTG', 392),
COP;HUF;3;; ('COP', 'HUF', 3),;;;('COP', 'HUF', 3),
COP;IDR;770;; ('COP', 'IDR', 770),;;;('COP', 'IDR', 770),
COP;ILS;439;; ('COP', 'ILS', 439),;;;('COP', 'ILS', 439),
COP;INR;489;; ('COP', 'INR', 489),;;;('COP', 'INR', 489),
COP;IQD;505;; ('COP', 'IQD', 505),;;;('COP', 'IQD', 505),
COP;IRR;754;; ('COP', 'IRR', 754),;;;('COP', 'IRR', 754),
COP;ISK;351;; ('COP', 'ISK', 351),;;;('COP', 'ISK', 351),
COP;JMD;778;; ('COP', 'JMD', 778),;;;('COP', 'JMD', 778),
COP;JOD;977;; ('COP', 'JOD', 977),;;;('COP', 'JOD', 977),
COP;JPY;630;; ('COP', 'JPY', 630),;;;('COP', 'JPY', 630),
COP;KES;611;; ('COP', 'KES', 611),;;;('COP', 'KES', 611),
COP;KGS;305;; ('COP', 'KGS', 305),;;;('COP', 'KGS', 305),
COP;KHR;44;; ('COP', 'KHR', 44),;;;('COP', 'KHR', 44),
COP;KMF;343;; ('COP', 'KMF', 343),;;;('COP', 'KMF', 343),
COP;KPW;614;; ('COP', 'KPW', 614),;;;('COP', 'KPW', 614),
COP;KRW;942;; ('COP', 'KRW', 942),;;;('COP', 'KRW', 942),
COP;KWD;776;; ('COP', 'KWD', 776),;;;('COP', 'KWD', 776),
COP;KYD;292;; ('COP', 'KYD', 292),;;;('COP', 'KYD', 292),
COP;KZT;951;; ('COP', 'KZT', 951),;;;('COP', 'KZT', 951),
COP;LAK;802;; ('COP', 'LAK', 802),;;;('COP', 'LAK', 802),
COP;LBP;385;; ('COP', 'LBP', 385),;;;('COP', 'LBP', 385),
COP;LKR;36;; ('COP', 'LKR', 36),;;;('COP', 'LKR', 36),
COP;LRD;867;; ('COP', 'LRD', 867),;;;('COP', 'LRD', 867),
COP;LSL;618;; ('COP', 'LSL', 618),;;;('COP', 'LSL', 618),
COP;LYD;521;; ('COP', 'LYD', 521),;;;('COP', 'LYD', 521),
COP;MAD;514;; ('COP', 'MAD', 514),;;;('COP', 'MAD', 514),
COP;MDL;635;; ('COP', 'MDL', 635),;;;('COP', 'MDL', 635),
COP;MGA;543;; ('COP', 'MGA', 543),;;;('COP', 'MGA', 543),
COP;MKD;868;; ('COP', 'MKD', 868),;;;('COP', 'MKD', 868),
COP;MMK;203;; ('COP', 'MMK', 203),;;;('COP', 'MMK', 203),
COP;MNT;997;; ('COP', 'MNT', 997),;;;('COP', 'MNT', 997),
COP;MOP;455;; ('COP', 'MOP', 455),;;;('COP', 'MOP', 455),
COP;MRU;594;; ('COP', 'MRU', 594),;;;('COP', 'MRU', 594),
COP;MUR;384;; ('COP', 'MUR', 384),;;;('COP', 'MUR', 384),
COP;MVR;24;; ('COP', 'MVR', 24),;;;('COP', 'MVR', 24),
COP;MWK;108;; ('COP', 'MWK', 108),;;;('COP', 'MWK', 108),
COP;MXN;982;; ('COP', 'MXN', 982),;;;('COP', 'MXN', 982),
COP;MXV;215;; ('COP', 'MXV', 215),;;;('COP', 'MXV', 215),
COP;MYR;617;; ('COP', 'MYR', 617),;;;('COP', 'MYR', 617),
COP;MZN;376;; ('COP', 'MZN', 376),;;;('COP', 'MZN', 376),
COP;NAD;470;; ('COP', 'NAD', 470),;;;('COP', 'NAD', 470),
COP;NGN;761;; ('COP', 'NGN', 761),;;;('COP', 'NGN', 761),
COP;NIO;155;; ('COP', 'NIO', 155),;;;('COP', 'NIO', 155),
COP;NOK;292;; ('COP', 'NOK', 292),;;;('COP', 'NOK', 292),
COP;NPR;495;; ('COP', 'NPR', 495),;;;('COP', 'NPR', 495),
COP;NZD;492;; ('COP', 'NZD', 492),;;;('COP', 'NZD', 492),
COP;OMR;100;; ('COP', 'OMR', 100),;;;('COP', 'OMR', 100),
COP;PAB;675;; ('COP', 'PAB', 675),;;;('COP', 'PAB', 675),
COP;PEN;734;; ('COP', 'PEN', 734),;;;('COP', 'PEN', 734),
COP;PGK;722;; ('COP', 'PGK', 722),;;;('COP', 'PGK', 722),
COP;PHP;513;; ('COP', 'PHP', 513),;;;('COP', 'PHP', 513),
COP;PKR;265;; ('COP', 'PKR', 265),;;;('COP', 'PKR', 265),
COP;PLN;90;; ('COP', 'PLN', 90),;;;('COP', 'PLN', 90),
COP;PYG;515;; ('COP', 'PYG', 515),;;;('COP', 'PYG', 515),
COP;QAR;901;; ('COP', 'QAR', 901),;;;('COP', 'QAR', 901),
COP;RON;742;; ('COP', 'RON', 742),;;;('COP', 'RON', 742),
COP;RSD;425;; ('COP', 'RSD', 425),;;;('COP', 'RSD', 425),
COP;CNY;88;; ('COP', 'CNY', 88),;;;('COP', 'CNY', 88),
COP;RUB;24;; ('COP', 'RUB', 24),;;;('COP', 'RUB', 24),
COP;RWF;147;; ('COP', 'RWF', 147),;;;('COP', 'RWF', 147),
COP;SAR;863;; ('COP', 'SAR', 863),;;;('COP', 'SAR', 863),
COP;SBD;536;; ('COP', 'SBD', 536),;;;('COP', 'SBD', 536),
COP;SCR;366;; ('COP', 'SCR', 366),;;;('COP', 'SCR', 366),
COP;SDG;829;; ('COP', 'SDG', 829),;;;('COP', 'SDG', 829),
COP;SEK;73;; ('COP', 'SEK', 73),;;;('COP', 'SEK', 73),
COP;SGD;746;; ('COP', 'SGD', 746),;;;('COP', 'SGD', 746),
COP;SHP;235;; ('COP', 'SHP', 235),;;;('COP', 'SHP', 235),
COP;SLE;144;; ('COP', 'SLE', 144),;;;('COP', 'SLE', 144),
COP;SLL;348;; ('COP', 'SLL', 348),;;;('COP', 'SLL', 348),
COP;SOS;304;; ('COP', 'SOS', 304),;;;('COP', 'SOS', 304),
COP;SRD;420;; ('COP', 'SRD', 420),;;;('COP', 'SRD', 420),
COP;SSP;508;; ('COP', 'SSP', 508),;;;('COP', 'SSP', 508),
COP;STN;825;; ('COP', 'STN', 825),;;;('COP', 'STN', 825),
COP;SVC;826;; ('COP', 'SVC', 826),;;;('COP', 'SVC', 826),
COP;SYP;472;; ('COP', 'SYP', 472),;;;('COP', 'SYP', 472),
COP;SZL;309;; ('COP', 'SZL', 309),;;;('COP', 'SZL', 309),
COP;THB;180;; ('COP', 'THB', 180),;;;('COP', 'THB', 180),
COP;TJS;12;; ('COP', 'TJS', 12),;;;('COP', 'TJS', 12),
COP;TMT;577;; ('COP', 'TMT', 577),;;;('COP', 'TMT', 577),
COP;TND;468;; ('COP', 'TND', 468),;;;('COP', 'TND', 468),
COP;TOP;248;; ('COP', 'TOP', 248),;;;('COP', 'TOP', 248),
COP;TRY;858;; ('COP', 'TRY', 858),;;;('COP', 'TRY', 858),
COP;TTD;370;; ('COP', 'TTD', 370),;;;('COP', 'TTD', 370),
COP;TWD;733;; ('COP', 'TWD', 733),;;;('COP', 'TWD', 733),
COP;TZS;40;; ('COP', 'TZS', 40),;;;('COP', 'TZS', 40),
COP;UAH;698;; ('COP', 'UAH', 698),;;;('COP', 'UAH', 698),
COP;UGX;438;; ('COP', 'UGX', 438),;;;('COP', 'UGX', 438),
COP;USD;77;; ('COP', 'USD', 77),;;;('COP', 'USD', 77),
COP;USN;659;; ('COP', 'USN', 659),;;;('COP', 'USN', 659),
COP;UYI;884;; ('COP', 'UYI', 884),;;;('COP', 'UYI', 884),
COP;UYU;946;; ('COP', 'UYU', 946),;;;('COP', 'UYU', 946),
COP;UYW;333;; ('COP', 'UYW', 333),;;;('COP', 'UYW', 333),
COP;UZS;1;; ('COP', 'UZS', 1),;;;('COP', 'UZS', 1),
COP;VED;668;; ('COP', 'VED', 668),;;;('COP', 'VED', 668),
COP;VES;296;; ('COP', 'VES', 296),;;;('COP', 'VES', 296),
